Diagnosis,Symptoms,MEDICATION,Specialty
"S09399D Other specified injury of unspecified middle and inner ear, subsequent encounter",,,ENT
"S09399S Other specified injury of unspecified middle and inner ear, sequela",,,ENT
"S0991XA Unspecified injury of ear, initial encounter",,,ENT
"S0991XD Unspecified injury of ear, subsequent encounter",,,ENT
"S0991XS Unspecified injury of ear, sequela",,,ENT
"S0992XA Unspecified injury of nose, initial encounter",,,ENT
"S0992XD Unspecified injury of nose, subsequent encounter",,,ENT
"S0992XS Unspecified injury of nose, sequela",,,ENT
"S100XXA Contusion of throat, initial encounter",,,ENT
"S100XXD Contusion of throat, subsequent encounter",,,ENT
"S100XXS Contusion of throat, sequela",,,ENT
"S1010XA Unspecified superficial injuries of throat, initial encounter",,,ENT
"S1010XD Unspecified superficial injuries of throat, subsequent encounter",,,ENT
"S1010XS Unspecified superficial injuries of throat, sequela",,,ENT
"S1011XA Abrasion of throat, initial encounter",,,ENT
"S1011XD Abrasion of throat, subsequent encounter",,,ENT
"S1011XS Abrasion of throat, sequela",,,ENT
"S1012XA Blister (nonthermal) of throat, initial encounter",,,ENT
"S1012XD Blister (nonthermal) of throat, subsequent encounter",,,ENT
"S1012XS Blister (nonthermal) of throat, sequela",,,ENT
"S1014XA External constriction of part of throat, initial encounter",,,ENT
"S1014XD External constriction of part of throat, subsequent encounter",,,ENT
"S1014XS External constriction of part of throat, sequela",,,ENT
"S1015XA Superficial foreign body of throat, initial encounter",,,ENT
"S1015XD Superficial foreign body of throat, subsequent encounter",,,ENT
"S1015XS Superficial foreign body of throat, sequela",,,ENT
"S1016XA Insect bite (nonvenomous) of throat, initial encounter",,,ENT
"S1016XD Insect bite (nonvenomous) of throat, subsequent encounter",,,ENT
"S1016XS Insect bite (nonvenomous) of throat, sequela",,,ENT
"S1017XA Other superficial bite of throat, initial encounter",,,ENT
"S1017XD Other superficial bite of throat, subsequent encounter",,,ENT
"S1017XS Other superficial bite of throat, sequela",,,ENT
"T161XXA Foreign body in right ear, initial encounter",,,ENT
"T161XXD Foreign body in right ear, subsequent encounter",,,ENT
"T161XXS Foreign body in right ear, sequela",,,ENT
"T162XXA Foreign body in left ear, initial encounter",,,ENT
"T162XXD Foreign body in left ear, subsequent encounter",,,ENT
"T162XXS Foreign body in left ear, sequela",,,ENT
"T169XXA Foreign body in ear, unspecified ear, initial encounter",,,ENT
"T169XXD Foreign body in ear, unspecified ear, subsequent encounter",,,ENT
"T169XXS Foreign body in ear, unspecified ear, sequela",,,ENT
"T20011A Burn of unspecified degree of right ear [any part, except ear drum], initial encounter",,,ENT
"T20011D Burn of unspecified degree of right ear [any part, except ear drum], subsequent encounter",,,ENT
"T20011S Burn of unspecified degree of right ear [any part, except ear drum], sequela",,,ENT
"T20012A Burn of unspecified degree of left ear [any part, except ear drum], initial encounter",,,ENT
"T20012D Burn of unspecified degree of left ear [any part, except ear drum], subsequent encounter",,,ENT
"T20012S Burn of unspecified degree of left ear [any part, except ear drum], sequela",,,ENT
"T20019A Burn of unspecified degree of unspecified ear [any part, except ear drum], initial encounter",,,ENT
"T20019D Burn of unspecified degree of unspecified ear [any part, except ear drum], subsequent
encounter",,,ENT
"T20019S Burn of unspecified degree of unspecified ear [any part, except ear drum], sequela",,,ENT
"T2004XA Burn of unspecified degree of nose (septum), initial encounter",,,ENT
"T2004XD Burn of unspecified degree of nose (septum), subsequent encounter",,,ENT
"T2004XS Burn of unspecified degree of nose (septum), sequela",,,ENT
"T20111A Burn of first degree of right ear [any part, except ear drum], initial encounter",,,ENT
"T20111D Burn of first degree of right ear [any part, except ear drum], subsequent encounter",,,ENT
"T20111S Burn of first degree of right ear [any part, except ear drum], sequela",,,ENT
"T20112A Burn of first degree of left ear [any part, except ear drum], initial encounter",,,ENT
"T20112D Burn of first degree of left ear [any part, except ear drum], subsequent encounter",,,ENT
"T20112S Burn of first degree of left ear [any part, except ear drum], sequela",,,ENT
"T20119A Burn of first degree of unspecified ear [any part, except ear drum], initial encounter",,,ENT
"T20119D Burn of first degree of unspecified ear [any part, except ear drum], subsequent encounter",,,ENT
"T20119S Burn of first degree of unspecified ear [any part, except ear drum], sequela",,,ENT
"T2014XA Burn of first degree of nose (septum), initial encounter",,,ENT
"T2014XD Burn of first degree of nose (septum), subsequent encounter",,,ENT
"T2014XS Burn of first degree of nose (septum), sequela",,,ENT
"T20211A Burn of second degree of right ear [any part, except ear drum], initial encounter",,,ENT
"T20211D Burn of second degree of right ear [any part, except ear drum], subsequent encounter",,,ENT
"T20211S Burn of second degree of right ear [any part, except ear drum], sequela",,,ENT
"T20212A Burn of second degree of left ear [any part, except ear drum], initial encounter",,,ENT
"T20212D Burn of second degree of left ear [any part, except ear drum], subsequent encounter",,,ENT
"T20212S Burn of second degree of left ear [any part, except ear drum], sequela",,,ENT
"T20219A Burn of second degree of unspecified ear [any part, except ear drum], initial encounter",,,ENT
"T20219D Burn of second degree of unspecified ear [any part, except ear drum], subsequent encounter",,,ENT
"T20219S Burn of second degree of unspecified ear [any part, except ear drum], sequela",,,ENT
"T2024XA Burn of second degree of nose (septum), initial encounter",,,ENT
"T2024XD Burn of second degree of nose (septum), subsequent encounter",,,ENT
"T2024XS Burn of second degree of nose (septum), sequela",,,ENT
"T20311A Burn of third degree of right ear [any part, except ear drum], initial encounter",,,ENT
"T20311D Burn of third degree of right ear [any part, except ear drum], subsequent encounter",,,ENT
"T20311S Burn of third degree of right ear [any part, except ear drum], sequela",,,ENT
"T20312A Burn of third degree of left ear [any part, except ear drum], initial encounter",,,ENT
"T20312D Burn of third degree of left ear [any part, except ear drum], subsequent encounter",,,ENT
"T20312S Burn of third degree of left ear [any part, except ear drum], sequela",,,ENT
"T20319A Burn of third degree of unspecified ear [any part, except ear drum], initial encounter",,,ENT
"T20319D Burn of third degree of unspecified ear [any part, except ear drum], subsequent encounter",,,ENT
"T20319S Burn of third degree of unspecified ear [any part, except ear drum], sequela",,,ENT
"T2034XA Burn of third degree of nose (septum), initial encounter",,,ENT
"T2034XD Burn of third degree of nose (septum), subsequent encounter",,,ENT
"T2034XS Burn of third degree of nose (septum), sequela",,,ENT
"T20411A Corrosion of unspecified degree of right ear [any part, except ear drum], initial encounter",,,ENT
"T20411D Corrosion of unspecified degree of right ear [any part, except ear drum], subsequent
encounter",,,ENT
"T20411S Corrosion of unspecified degree of right ear [any part, except ear drum], sequela",,,ENT
"T20412A Corrosion of unspecified degree of left ear [any part, except ear drum], initial encounter",,,ENT
"T20412D Corrosion of unspecified degree of left ear [any part, except ear drum], subsequent encounter",,,ENT
"T20412S Corrosion of unspecified degree of left ear [any part, except ear drum], sequela",,,ENT
"T20419A Corrosion of unspecified degree of unspecified ear [any part, except ear drum], initial
encounter",,,ENT
"T20419D Corrosion of unspecified degree of unspecified ear [any part, except ear drum], subsequent
encounter",,,ENT
"T20419S Corrosion of unspecified degree of unspecified ear [any part, except ear drum], sequela",,,ENT
"T2044XA Corrosion of unspecified degree of nose (septum), initial encounter",,,ENT
"T2044XD Corrosion of unspecified degree of nose (septum), subsequent encounter",,,ENT
"T2044XS Corrosion of unspecified degree of nose (septum), sequela",,,ENT
"T20511A Corrosion of first degree of right ear [any part, except ear drum], initial encounter",,,ENT
"T20511D Corrosion of first degree of right ear [any part, except ear drum], subsequent encounter",,,ENT
"T20511S Corrosion of first degree of right ear [any part, except ear drum], sequela",,,ENT
"T20512A Corrosion of first degree of left ear [any part, except ear drum], initial encounter",,,ENT
"T20512D Corrosion of first degree of left ear [any part, except ear drum], subsequent encounter",,,ENT
"T20512S Corrosion of first degree of left ear [any part, except ear drum], sequela",,,ENT
"T20519A Corrosion of first degree of unspecified ear [any part, except ear drum], initial encounter",,,ENT
"T20519D Corrosion of first degree of unspecified ear [any part, except ear drum], subsequent encounter",,,ENT
"T20519S Corrosion of first degree of unspecified ear [any part, except ear drum], sequela",,,ENT
"T2054XA Corrosion of first degree of nose (septum), initial encounter",,,ENT
"T2054XD Corrosion of first degree of nose (septum), subsequent encounter",,,ENT
"T2054XS Corrosion of first degree of nose (septum), sequela",,,ENT
"T20611A Corrosion of second degree of right ear [any part, except ear drum], initial encounter",,,ENT
"T20611D Corrosion of second degree of right ear [any part, except ear drum], subsequent encounter",,,ENT
"T20611S Corrosion of second degree of right ear [any part, except ear drum], sequela",,,ENT
"T20612A Corrosion of second degree of left ear [any part, except ear drum], initial encounter",,,ENT
"T20612D Corrosion of second degree of left ear [any part, except ear drum], subsequent encounter",,,ENT
"T20612S Corrosion of second degree of left ear [any part, except ear drum], sequela",,,ENT
"T20619A Corrosion of second degree of unspecified ear [any part, except ear drum], initial encounter",,,ENT
"T20619D Corrosion of second degree of unspecified ear [any part, except ear drum], subsequent
encounter",,,ENT
"T20619S Corrosion of second degree of unspecified ear [any part, except ear drum], sequela",,,ENT
"T2064XA Corrosion of second degree of nose (septum), initial encounter",,,ENT
"T2064XD Corrosion of second degree of nose (septum), subsequent encounter",,,ENT
"T2064XS Corrosion of second degree of nose (septum), sequela",,,ENT
"T20711A Corrosion of third degree of right ear [any part, except ear drum], initial encounter",,,ENT
"T20711D Corrosion of third degree of right ear [any part, except ear drum], subsequent encounter",,,ENT
"T20711S Corrosion of third degree of right ear [any part, except ear drum], sequela",,,ENT
"T20712A Corrosion of third degree of left ear [any part, except ear drum], initial encounter",,,ENT
"T20712D Corrosion of third degree of left ear [any part, except ear drum], subsequent encounter",,,ENT
"T20712S Corrosion of third degree of left ear [any part, except ear drum], sequela",,,ENT
"T20719A Corrosion of third degree of unspecified ear [any part, except ear drum], initial encounter",,,ENT
"T20719D Corrosion of third degree of unspecified ear [any part, except ear drum], subsequent
encounter",,,ENT
"T20719S Corrosion of third degree of unspecified ear [any part, except ear drum], sequela",,,ENT
"T2074XA Corrosion of third degree of nose (septum), initial encounter",,,ENT
"T2074XD Corrosion of third degree of nose (septum), subsequent encounter",,,ENT
"T2074XS Corrosion of third degree of nose (septum), sequela",,,ENT
"T28411A Burn of right ear drum, initial encounter",,,ENT
"T28411D Burn of right ear drum, subsequent encounter",,,ENT
"T28411S Burn of right ear drum, sequela",,,ENT
"T28412A Burn of left ear drum, initial encounter",,,ENT
"T28412D Burn of left ear drum, subsequent encounter",,,ENT
"T28412S Burn of left ear drum, sequela",,,ENT
"T28419A Burn of unspecified ear drum, initial encounter",,,ENT
"T28419D Burn of unspecified ear drum, subsequent encounter",,,ENT
"T28419S Burn of unspecified ear drum, sequela",,,ENT
"T28911A Corrosions of right ear drum, initial encounter",,,ENT
"T28911D Corrosions of right ear drum, subsequent encounter",,,ENT
"T28911S Corrosions of right ear drum, sequela",,,ENT
"T28912A Corrosions of left ear drum, initial encounter",,,ENT
"T28912D Corrosions of left ear drum, subsequent encounter",,,ENT
"T28912S Corrosions of left ear drum, sequela",,,ENT
"T28919A Corrosions of unspecified ear drum, initial encounter",,,ENT
"T28919D Corrosions of unspecified ear drum, subsequent encounter",,,ENT
"T28919S Corrosions of unspecified ear drum, sequela",,,ENT
"T33011A Superficial frostbite of right ear, initial encounter",,,ENT
"T33011D Superficial frostbite of right ear, subsequent encounter",,,ENT
"T33011S Superficial frostbite of right ear, sequela",,,ENT
"T33012A Superficial frostbite of left ear, initial encounter",,,ENT
"T33012D Superficial frostbite of left ear, subsequent encounter",,,ENT
"T33012S Superficial frostbite of left ear, sequela",,,ENT
"T33019A Superficial frostbite of unspecified ear, initial encounter",,,ENT
"T33019D Superficial frostbite of unspecified ear, subsequent encounter",,,ENT
"T33019S Superficial frostbite of unspecified ear, sequela",,,ENT
"T3302XA Superficial frostbite of nose, initial encounter",,,ENT
"T3302XD Superficial frostbite of nose, subsequent encounter",,,ENT
"T3302XS Superficial frostbite of nose, sequela",,,ENT
"T34011A Frostbite with tissue necrosis of right ear, initial encounter",,,ENT
"T34011D Frostbite with tissue necrosis of right ear, subsequent encounter",,,ENT
"T34011S Frostbite with tissue necrosis of right ear, sequela",,,ENT
"T34012A Frostbite with tissue necrosis of left ear, initial encounter",,,ENT
"T34012D Frostbite with tissue necrosis of left ear, subsequent encounter",,,ENT
"T34012S Frostbite with tissue necrosis of left ear, sequela",,,ENT
"T34019A Frostbite with tissue necrosis of unspecified ear, initial encounter",,,ENT
"T34019D Frostbite with tissue necrosis of unspecified ear, subsequent encounter",,,ENT
"T34019S Frostbite with tissue necrosis of unspecified ear, sequela",,,ENT
"T3402XA Frostbite with tissue necrosis of nose, initial encounter",,,ENT
"T3402XD Frostbite with tissue necrosis of nose, subsequent encounter",,,ENT
"T3402XS Frostbite with tissue necrosis of nose, sequela",,,ENT
"T7523XA Vertigo from infrasound, initial encounter",,,ENT
"T7523XD Vertigo from infrasound, subsequent encounter",,,ENT
"T7523XS Vertigo from infrasound, sequela",,,ENT
Z135    Encounter for screening for eye and ear disorders,,,ENT
Z413    Encounter for ear piercing,,,ENT
Z8352   Family history of ear disorders,,,ENT
"Z8522   Personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses",,,ENT
Z87721  Personal history of (corrected) congenital malformations of ear,,,ENT
