Diagnosis,Symptoms,MEDICATION,Specialty
"S52325R Nondisplaced transverse fracture of shaft of left radius, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52325S Nondisplaced transverse fracture of shaft of left radius, sequela",,,Orthopedics
"S52326A Nondisplaced transverse fracture of shaft of unspecified radius, initial encounter for closed
fracture",,,Orthopedics
"S52326B Nondisplaced transverse fracture of shaft of unspecified radius, initial encounter for open
fracture type I or II",,,Orthopedics
"S52326C Nondisplaced transverse fracture of shaft of unspecified radius, initial encounter for open
fracture type IIIA, IIIB, or IIIC",,,Orthopedics
"S52326D Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for
closed fracture with routine healing",,,Orthopedics
"S52326E Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for
open fracture type I or II with routine healing",,,Orthopedics
"S52326F Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52326G Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for
closed fracture with delayed healing",,,Orthopedics
"S52326H Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for
open fracture type I or II with delayed healing",,,Orthopedics
"S52326J Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52326K Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for
closed fracture with nonunion",,,Orthopedics
"S52326M Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for
open fracture type I or II with nonunion",,,Orthopedics
"S52326N Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52326P Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for
closed fracture with malunion",,,Orthopedics
"S52326Q Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for
open fracture type I or II with malunion",,,Orthopedics
"S52326R Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52326S Nondisplaced transverse fracture of shaft of unspecified radius, sequela",,,Orthopedics
"S52331A Displaced oblique fracture of shaft of right radius, initial encounter for closed fracture",,,Orthopedics
"S52331B Displaced oblique fracture of shaft of right radius, initial encounter for open fracture type I or II",,,Orthopedics
"S52331C Displaced oblique fracture of shaft of right radius, initial encounter for open fracture type IIIA,
IIIB, or IIIC",,,Orthopedics
"S52331D Displaced oblique fracture of shaft of right radius, subsequent encounter for closed fracture
with routine healing",,,Orthopedics
"S52331E Displaced oblique fracture of shaft of right radius, subsequent encounter for open fracture type
I or II with routine healing",,,Orthopedics
"S52331F Displaced oblique fracture of shaft of right radius, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52331G Displaced oblique fracture of shaft of right radius, subsequent encounter for closed fracture
with delayed healing",,,Orthopedics
"S52331H Displaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type I or II with delayed healing",,,Orthopedics
"S52331J Displaced oblique fracture of shaft of right radius, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52331K Displaced oblique fracture of shaft of right radius, subsequent encounter for closed fracture
with nonunion",,,Orthopedics
"S52331M Displaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type I or II with nonunion",,,Orthopedics
"S52331N Displaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52331P Displaced oblique fracture of shaft of right radius, subsequent encounter for closed fracture
with malunion",,,Orthopedics
"S52331Q Displaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type I or II with malunion",,,Orthopedics
"S52331R Displaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52331S Displaced oblique fracture of shaft of right radius, sequela",,,Orthopedics
"S52332A Displaced oblique fracture of shaft of left radius, initial encounter for closed fracture",,,Orthopedics
"S52332B Displaced oblique fracture of shaft of left radius, initial encounter for open fracture type I or II",,,Orthopedics
"S52332C Displaced oblique fracture of shaft of left radius, initial encounter for open fracture type IIIA,
IIIB, or IIIC",,,Orthopedics
"S52332D Displaced oblique fracture of shaft of left radius, subsequent encounter for closed fracture
with routine healing",,,Orthopedics
"S52332E Displaced oblique fracture of shaft of left radius, subsequent encounter for open fracture type I
or II with routine healing",,,Orthopedics
"S52332F Displaced oblique fracture of shaft of left radius, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52332G Displaced oblique fracture of shaft of left radius, subsequent encounter for closed fracture
with delayed healing",,,Orthopedics
"S52332H Displaced oblique fracture of shaft of left radius, subsequent encounter for open fracture type
I or II with delayed healing",,,Orthopedics
"S52332J Displaced oblique fracture of shaft of left radius, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52332K Displaced oblique fracture of shaft of left radius, subsequent encounter for closed fracture with
nonunion",,,Orthopedics
"S52332M Displaced oblique fracture of shaft of left radius, subsequent encounter for open fracture type
I or II with nonunion",,,Orthopedics
"S52332N Displaced oblique fracture of shaft of left radius, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52332P Displaced oblique fracture of shaft of left radius, subsequent encounter for closed fracture with
malunion",,,Orthopedics
"S52332Q Displaced oblique fracture of shaft of left radius, subsequent encounter for open fracture type
I or II with malunion",,,Orthopedics
"S52332R Displaced oblique fracture of shaft of left radius, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52332S Displaced oblique fracture of shaft of left radius, sequela",,,Orthopedics
"S52333A Displaced oblique fracture of shaft of unspecified radius, initial encounter for closed fracture",,,Orthopedics
"S52333B Displaced oblique fracture of shaft of unspecified radius, initial encounter for open fracture
type I or II",,,Orthopedics
"S52333C Displaced oblique fracture of shaft of unspecified radius, initial encounter for open fracture
type IIIA, IIIB, or IIIC",,,Orthopedics
"S52333D Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S52333E Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type I or II with routine healing",,,Orthopedics
"S52333F Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52333G Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S52333H Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
"S52333J Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52333K Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S52333M Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type I or II with nonunion",,,Orthopedics
"S52333N Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52333P Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S52333Q Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S52333R Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52333S Displaced oblique fracture of shaft of unspecified radius, sequela",,,Orthopedics
"S52334A Nondisplaced oblique fracture of shaft of right radius, initial encounter for closed fracture",,,Orthopedics
"S52334B Nondisplaced oblique fracture of shaft of right radius, initial encounter for open fracture type I
or II",,,Orthopedics
"S52334C Nondisplaced oblique fracture of shaft of right radius, initial encounter for open fracture type
IIIA, IIIB, or IIIC",,,Orthopedics
"S52334D Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S52334E Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type I or II with routine healing",,,Orthopedics
"S52334F Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52334G Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S52334H Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type I or II with delayed healing",,,Orthopedics
"S52334J Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52334K Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S52334M Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type I or II with nonunion",,,Orthopedics
"S52334N Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52334P Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S52334Q Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type I or II with malunion",,,Orthopedics
"S52334R Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52334S Nondisplaced oblique fracture of shaft of right radius, sequela",,,Orthopedics
"S52335A Nondisplaced oblique fracture of shaft of left radius, initial encounter for closed fracture",,,Orthopedics
"S52335B Nondisplaced oblique fracture of shaft of left radius, initial encounter for open fracture type I
or II",,,Orthopedics
"S52335C Nondisplaced oblique fracture of shaft of left radius, initial encounter for open fracture type
IIIA, IIIB, or IIIC",,,Orthopedics
"S52335D Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for closed fracture
with routine healing",,,Orthopedics
"S52335E Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for open fracture
type I or II with routine healing",,,Orthopedics
"S52335F Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52335G Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for closed fracture
with delayed healing",,,Orthopedics
"S52335H Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for open fracture
type I or II with delayed healing",,,Orthopedics
"S52335J Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52335K Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for closed fracture
with nonunion",,,Orthopedics
"S52335M Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for open fracture
type I or II with nonunion",,,Orthopedics
"S52335N Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52335P Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for closed fracture
with malunion",,,Orthopedics
"S52335Q Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for open fracture
type I or II with malunion",,,Orthopedics
"S52335R Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52335S Nondisplaced oblique fracture of shaft of left radius, sequela",,,Orthopedics
"S52336A Nondisplaced oblique fracture of shaft of unspecified radius, initial encounter for closed
fracture",,,Orthopedics
"S52336B Nondisplaced oblique fracture of shaft of unspecified radius, initial encounter for open fracture
type I or II",,,Orthopedics
"S52336C Nondisplaced oblique fracture of shaft of unspecified radius, initial encounter for open fracture
type IIIA, IIIB, or IIIC",,,Orthopedics
"S52336D Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S52336E Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type I or II with routine healing",,,Orthopedics
"S52336F Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52336G Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S52336H Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
"S52336J Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52336K Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S52336M Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type I or II with nonunion",,,Orthopedics
"S52336N Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52336P Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S52336Q Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S52336R Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52336S Nondisplaced oblique fracture of shaft of unspecified radius, sequela",,,Orthopedics
"S52341A Displaced spiral fracture of shaft of radius, right arm, initial encounter for closed fracture",,,Orthopedics
"S52341B Displaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type I
or II",,,Orthopedics
"S52341C Displaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type
IIIA, IIIB, or IIIC",,,Orthopedics
"S52341D Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed fracture
with routine healing",,,Orthopedics
"S52341E Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture
type I or II with routine healing",,,Orthopedics
"S52341F Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52341G Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed fracture
with delayed healing",,,Orthopedics
"S52341H Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture
type I or II with delayed healing",,,Orthopedics
"S52341J Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52341K Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed fracture
with nonunion",,,Orthopedics
"S52341M Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture
type I or II with nonunion",,,Orthopedics
"S52341N Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52341P Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed fracture
with malunion",,,Orthopedics
"S52341Q Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture
type I or II with malunion",,,Orthopedics
"S52341R Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52341S Displaced spiral fracture of shaft of radius, right arm, sequela",,,Orthopedics
"S52342A Displaced spiral fracture of shaft of radius, left arm, initial encounter for closed fracture",,,Orthopedics
"S52342B Displaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type I or
II",,,Orthopedics
"S52342C Displaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type
IIIA, IIIB, or IIIC",,,Orthopedics
"S52342D Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture
with routine healing",,,Orthopedics
"S52342E Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture
type I or II with routine healing",,,Orthopedics
"S52342F Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52342G Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture
with delayed healing",,,Orthopedics
"S52342H Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture
type I or II with delayed healing",,,Orthopedics
"S52342J Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52342K Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture
with nonunion",,,Orthopedics
"S52342M Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture
type I or II with nonunion",,,Orthopedics
"S52342N Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52342P Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture
with malunion",,,Orthopedics
"S52342Q Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture
type I or II with malunion",,,Orthopedics
"S52342R Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52342S Displaced spiral fracture of shaft of radius, left arm, sequela",,,Orthopedics
"S52343A Displaced spiral fracture of shaft of radius, unspecified arm, initial encounter for closed
fracture",,,Orthopedics
"S52343B Displaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture
type I or II",,,Orthopedics
"S52343C Displaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture
type IIIA, IIIB, or IIIC",,,Orthopedics
"S52343D Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S52343E Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open
fracture type I or II with routine healing",,,Orthopedics
"S52343F Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52343G Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S52343H Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
"S52343J Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52343K Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S52343M Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open
fracture type I or II with nonunion",,,Orthopedics
"S52343N Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52343P Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S52343Q Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S52343R Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52343S Displaced spiral fracture of shaft of radius, unspecified arm, sequela",,,Orthopedics
"S52344A Nondisplaced spiral fracture of shaft of radius, right arm, initial encounter for closed fracture",,,Orthopedics
"S52344B Nondisplaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture
type I or II",,,Orthopedics
"S52344C Nondisplaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture
type IIIA, IIIB, or IIIC",,,Orthopedics
"S52344D Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S52344E Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open
fracture type I or II with routine healing",,,Orthopedics
"S52344F Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52344G Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S52344H Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
"S52344J Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52344K Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S52344M Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open
fracture type I or II with nonunion",,,Orthopedics
"S52344N Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52344P Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S52344Q Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S52344R Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52344S Nondisplaced spiral fracture of shaft of radius, right arm, sequela",,,Orthopedics
"S52345A Nondisplaced spiral fracture of shaft of radius, left arm, initial encounter for closed fracture",,,Orthopedics
"S52345B Nondisplaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type
I or II",,,Orthopedics
"S52345C Nondisplaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type
IIIA, IIIB, or IIIC",,,Orthopedics
"S52345D Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S52345E Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open
fracture type I or II with routine healing",,,Orthopedics
"S52345F Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52345G Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S52345H Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
"S52345J Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52345K Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S52345M Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open
fracture type I or II with nonunion",,,Orthopedics
"S52345N Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52345P Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S52345Q Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S52345R Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52345S Nondisplaced spiral fracture of shaft of radius, left arm, sequela",,,Orthopedics
"S52346A Nondisplaced spiral fracture of shaft of radius, unspecified arm, initial encounter for closed
fracture",,,Orthopedics
"S52346B Nondisplaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open
fracture type I or II",,,Orthopedics
"S52346C Nondisplaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open
fracture type IIIA, IIIB, or IIIC",,,Orthopedics
"S52346D Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for
closed fracture with routine healing",,,Orthopedics
"S52346E Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type I or II with routine healing",,,Orthopedics
"S52346F Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52346G Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for
closed fracture with delayed healing",,,Orthopedics
"S52346H Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type I or II with delayed healing",,,Orthopedics
"S52346J Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52346K Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for
closed fracture with nonunion",,,Orthopedics
"S52346M Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type I or II with nonunion",,,Orthopedics
"S52346N Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52346P Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for
closed fracture with malunion",,,Orthopedics
"S52346Q Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type I or II with malunion",,,Orthopedics
"S52346R Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52346S Nondisplaced spiral fracture of shaft of radius, unspecified arm, sequela",,,Orthopedics
"S52351A Displaced comminuted fracture of shaft of radius, right arm, initial encounter for closed
fracture",,,Orthopedics
"S52351B Displaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture
type I or II",,,Orthopedics
"S52351C Displaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture
type IIIA, IIIB, or IIIC",,,Orthopedics
"S52351D Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S52351E Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open
fracture type I or II with routine healing",,,Orthopedics
"S52351F Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52351G Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S52351H Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
"S52351J Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52351K Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S52351M Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open
fracture type I or II with nonunion",,,Orthopedics
"S52351N Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52351P Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S52351Q Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S52351R Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52351S Displaced comminuted fracture of shaft of radius, right arm, sequela",,,Orthopedics
"S52352A Displaced comminuted fracture of shaft of radius, left arm, initial encounter for closed fracture",,,Orthopedics
"S52352B Displaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture
type I or II",,,Orthopedics
"S52352C Displaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture
type IIIA, IIIB, or IIIC",,,Orthopedics
"S52352D Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S52352E Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type I or II with routine healing",,,Orthopedics
