Diagnosis,Symptoms,MEDICATION,Specialty
"O34599  Maternal care for other abnormalities of gravid uterus, unspecified trimester",,,Gynecology
"O3480   Maternal care for other abnormalities of pelvic organs, unspecified trimester",,,Gynecology
"O3481   Maternal care for other abnormalities of pelvic organs, first trimester",,,Gynecology
"O3482   Maternal care for other abnormalities of pelvic organs, second trimester",,,Gynecology
"O3483   Maternal care for other abnormalities of pelvic organs, third trimester",,,Gynecology
"O3490   Maternal care for abnormality of pelvic organ, unspecified, unspecified trimester",,,Gynecology
"O3491   Maternal care for abnormality of pelvic organ, unspecified, first trimester",,,Gynecology
"O3492   Maternal care for abnormality of pelvic organ, unspecified, second trimester",,,Gynecology
"O3493   Maternal care for abnormality of pelvic organ, unspecified, third trimester",,,Gynecology
"O3670X0 Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, not applicable or
unspecified",,,Gynecology
"O3670X1 Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 1",,,Gynecology
"O3670X2 Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 2",,,Gynecology
"O3670X3 Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 3",,,Gynecology
"O3670X4 Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 4",,,Gynecology
"O3670X5 Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 5",,,Gynecology
"O3670X9 Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, other fetus",,,Gynecology
"O3671X0 Maternal care for viable fetus in abdominal pregnancy, first trimester, not applicable or
unspecified",,,Gynecology
"O3671X1 Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 1",,,Gynecology
"O3671X2 Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 2",,,Gynecology
"O3671X3 Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 3",,,Gynecology
"O3671X4 Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 4",,,Gynecology
"O3671X5 Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 5",,,Gynecology
"O3671X9 Maternal care for viable fetus in abdominal pregnancy, first trimester, other fetus",,,Gynecology
"O3672X0 Maternal care for viable fetus in abdominal pregnancy, second trimester, not applicable or
unspecified",,,Gynecology
"O3672X1 Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 1",,,Gynecology
"O3672X2 Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 2",,,Gynecology
"O3672X3 Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 3",,,Gynecology
"O3672X4 Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 4",,,Gynecology
"O3672X5 Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 5",,,Gynecology
"O3672X9 Maternal care for viable fetus in abdominal pregnancy, second trimester, other fetus",,,Gynecology
"O3673X0 Maternal care for viable fetus in abdominal pregnancy, third trimester, not applicable or
unspecified",,,Gynecology
"O3673X1 Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 1",,,Gynecology
"O3673X2 Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 2",,,Gynecology
"O3673X3 Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 3",,,Gynecology
"O3673X4 Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 4",,,Gynecology
"O3673X5 Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 5",,,Gynecology
"O3673X9 Maternal care for viable fetus in abdominal pregnancy, third trimester, other fetus",,,Gynecology
"O3680X0 Pregnancy with inconclusive fetal viability, not applicable or unspecified",,,Gynecology
"O3680X1 Pregnancy with inconclusive fetal viability, fetus 1",,,Gynecology
"O3680X2 Pregnancy with inconclusive fetal viability, fetus 2",,,Gynecology
"O3680X3 Pregnancy with inconclusive fetal viability, fetus 3",,,Gynecology
"O3680X4 Pregnancy with inconclusive fetal viability, fetus 4",,,Gynecology
"O3680X5 Pregnancy with inconclusive fetal viability, fetus 5",,,Gynecology
"O3680X9 Pregnancy with inconclusive fetal viability, other fetus",,,Gynecology
O480    Post-term pregnancy,,,Gynecology
O481    Prolonged pregnancy,,,Gynecology
O652    Obstructed labor due to pelvic inlet contraction,,,Gynecology
O653    Obstructed labor due to pelvic outlet and mid-cavity contraction,,,Gynecology
O655    Obstructed labor due to abnormality of maternal pelvic organs,,,Gynecology
O658    Obstructed labor due to other maternal pelvic abnormalities,,,Gynecology
"O659    Obstructed labor due to maternal pelvic abnormality, unspecified",,,Gynecology
"O7100   Rupture of uterus before onset of labor, unspecified trimester",,,Gynecology
"O7102   Rupture of uterus before onset of labor, second trimester",,,Gynecology
"O7103   Rupture of uterus before onset of labor, third trimester",,,Gynecology
O711    Rupture of uterus during labor,,,Gynecology
O712    Postpartum inversion of uterus,,,Gynecology
O713    Obstetric laceration of cervix,,,Gynecology
O715    Other obstetric injury to pelvic organs,,,Gynecology
O716    Obstetric damage to pelvic joints and ligaments,,,Gynecology
"O7181   Laceration of uterus, not elsewhere classified",,,Gynecology
"O88011  Air embolism in pregnancy, first trimester",,,Gynecology
"O88012  Air embolism in pregnancy, second trimester",,,Gynecology
"O88013  Air embolism in pregnancy, third trimester",,,Gynecology
"O88019  Air embolism in pregnancy, unspecified trimester",,,Gynecology
"O88111  Amniotic fluid embolism in pregnancy, first trimester",,,Gynecology
"O88112  Amniotic fluid embolism in pregnancy, second trimester",,,Gynecology
"O88113  Amniotic fluid embolism in pregnancy, third trimester",,,Gynecology
"O88119  Amniotic fluid embolism in pregnancy, unspecified trimester",,,Gynecology
"O88211  Thromboembolism in pregnancy, first trimester",,,Gynecology
"O88212  Thromboembolism in pregnancy, second trimester",,,Gynecology
"O88213  Thromboembolism in pregnancy, third trimester",,,Gynecology
"O88219  Thromboembolism in pregnancy, unspecified trimester",,,Gynecology
"O88311  Pyemic and septic embolism in pregnancy, first trimester",,,Gynecology
"O88312  Pyemic and septic embolism in pregnancy, second trimester",,,Gynecology
"O88313  Pyemic and septic embolism in pregnancy, third trimester",,,Gynecology
"O88319  Pyemic and septic embolism in pregnancy, unspecified trimester",,,Gynecology
"O88811  Other embolism in pregnancy, first trimester",,,Gynecology
"O88812  Other embolism in pregnancy, second trimester",,,Gynecology
"O88813  Other embolism in pregnancy, third trimester",,,Gynecology
"O88819  Other embolism in pregnancy, unspecified trimester",,,Gynecology
"O91011  Infection of nipple associated with pregnancy, first trimester",,,Gynecology
"O91012  Infection of nipple associated with pregnancy, second trimester",,,Gynecology
"O91013  Infection of nipple associated with pregnancy, third trimester",,,Gynecology
"O91019  Infection of nipple associated with pregnancy, unspecified trimester",,,Gynecology
"O91111  Abscess of breast associated with pregnancy, first trimester",,,Gynecology
"O91112  Abscess of breast associated with pregnancy, second trimester",,,Gynecology
"O91113  Abscess of breast associated with pregnancy, third trimester",,,Gynecology
"O91119  Abscess of breast associated with pregnancy, unspecified trimester",,,Gynecology
O9112   Abscess of breast associated with the puerperium,,,Gynecology
O9113   Abscess of breast associated with lactation,,,Gynecology
"O91211  Nonpurulent mastitis associated with pregnancy, first trimester",,,Gynecology
"O91212  Nonpurulent mastitis associated with pregnancy, second trimester",,,Gynecology
"O91213  Nonpurulent mastitis associated with pregnancy, third trimester",,,Gynecology
"O91219  Nonpurulent mastitis associated with pregnancy, unspecified trimester",,,Gynecology
"O92011  Retracted nipple associated with pregnancy, first trimester",,,Gynecology
"O92012  Retracted nipple associated with pregnancy, second trimester",,,Gynecology
"O92013  Retracted nipple associated with pregnancy, third trimester",,,Gynecology
"O92019  Retracted nipple associated with pregnancy, unspecified trimester",,,Gynecology
"O92111  Cracked nipple associated with pregnancy, first trimester",,,Gynecology
"O92112  Cracked nipple associated with pregnancy, second trimester",,,Gynecology
"O92113  Cracked nipple associated with pregnancy, third trimester",,,Gynecology
"O92119  Cracked nipple associated with pregnancy, unspecified trimester",,,Gynecology
O9220   Unspecified disorder of breast associated with pregnancy and the puerperium,,,Gynecology
O9229   Other disorders of breast associated with pregnancy and the puerperium,,,Gynecology
"O94     Sequelae of complication of pregnancy, childbirth, and the puerperium",,,Gynecology
"O98011  Tuberculosis complicating pregnancy, first trimester",,,Gynecology
"O98012  Tuberculosis complicating pregnancy, second trimester",,,Gynecology
"O98013  Tuberculosis complicating pregnancy, third trimester",,,Gynecology
"O98019  Tuberculosis complicating pregnancy, unspecified trimester",,,Gynecology
"O98111  Syphilis complicating pregnancy, first trimester",,,Gynecology
"O98112  Syphilis complicating pregnancy, second trimester",,,Gynecology
"O98113  Syphilis complicating pregnancy, third trimester",,,Gynecology
"O98119  Syphilis complicating pregnancy, unspecified trimester",,,Gynecology
"O98211  Gonorrhea complicating pregnancy, first trimester",,,Gynecology
"O98212  Gonorrhea complicating pregnancy, second trimester",,,Gynecology
"O98213  Gonorrhea complicating pregnancy, third trimester",,,Gynecology
"O98219  Gonorrhea complicating pregnancy, unspecified trimester",,,Gynecology
"O98311  Other infections with a predominantly sexual mode of transmission complicating pregnancy,
first trimester",,,Gynecology
"O98312  Other infections with a predominantly sexual mode of transmission complicating pregnancy,
second trimester",,,Gynecology
"O98313  Other infections with a predominantly sexual mode of transmission complicating pregnancy,
third trimester",,,Gynecology
"O98319  Other infections with a predominantly sexual mode of transmission complicating pregnancy,
unspecified trimester",,,Gynecology
"O98411  Viral hepatitis complicating pregnancy, first trimester",,,Gynecology
"O98412  Viral hepatitis complicating pregnancy, second trimester",,,Gynecology
"O98413  Viral hepatitis complicating pregnancy, third trimester",,,Gynecology
"O98419  Viral hepatitis complicating pregnancy, unspecified trimester",,,Gynecology
"O98511  Other viral diseases complicating pregnancy, first trimester",,,Gynecology
"O98512  Other viral diseases complicating pregnancy, second trimester",,,Gynecology
"O98513  Other viral diseases complicating pregnancy, third trimester",,,Gynecology
"O98519  Other viral diseases complicating pregnancy, unspecified trimester",,,Gynecology
"O98611  Protozoal diseases complicating pregnancy, first trimester",,,Gynecology
"O98612  Protozoal diseases complicating pregnancy, second trimester",,,Gynecology
"O98613  Protozoal diseases complicating pregnancy, third trimester",,,Gynecology
"O98619  Protozoal diseases complicating pregnancy, unspecified trimester",,,Gynecology
"O98711  Human immunodeficiency virus [HIV] disease complicating pregnancy, first trimester",,,Gynecology
"O98712  Human immunodeficiency virus [HIV] disease complicating pregnancy, second trimester",,,Gynecology
"O98713  Human immunodeficiency virus [HIV] disease complicating pregnancy, third trimester",,,Gynecology
"O98719  Human immunodeficiency virus [HIV] disease complicating pregnancy, unspecified trimester",,,Gynecology
"O98811  Other maternal infectious and parasitic diseases complicating pregnancy, first trimester",,,Gynecology
"O98812  Other maternal infectious and parasitic diseases complicating pregnancy, second trimester",,,Gynecology
"O98813  Other maternal infectious and parasitic diseases complicating pregnancy, third trimester",,,Gynecology
"O98819  Other maternal infectious and parasitic diseases complicating pregnancy, unspecified trimester",,,Gynecology
"O98911  Unspecified maternal infectious and parasitic disease complicating pregnancy, first trimester",,,Gynecology
"O98912  Unspecified maternal infectious and parasitic disease complicating pregnancy, second trimester",,,Gynecology
"O98913  Unspecified maternal infectious and parasitic disease complicating pregnancy, third trimester",,,Gynecology
"O98919  Unspecified maternal infectious and parasitic disease complicating pregnancy, unspecified
trimester",,,Gynecology
"O99011  Anemia complicating pregnancy, first trimester",,,Gynecology
"O99012  Anemia complicating pregnancy, second trimester",,,Gynecology
"O99013  Anemia complicating pregnancy, third trimester",,,Gynecology
"O99019  Anemia complicating pregnancy, unspecified trimester",,,Gynecology
"O99111  Other diseases of the blood and blood-forming organs and certain disorders involving the
immune mechanism complicating pregnancy, first trimester",,,Gynecology
"O99112  Other diseases of the blood and blood-forming organs and certain disorders involving the
immune mechanism complicating pregnancy, second trimester",,,Gynecology
"O99113  Other diseases of the blood and blood-forming organs and certain disorders involving the
immune mechanism complicating pregnancy, third trimester",,,Gynecology
"O99119  Other diseases of the blood and blood-forming organs and certain disorders involving the
immune mechanism complicating pregnancy, unspecified trimester",,,Gynecology
"O99210  Obesity complicating pregnancy, unspecified trimester",,,Gynecology
"O99211  Obesity complicating pregnancy, first trimester",,,Gynecology
"O99212  Obesity complicating pregnancy, second trimester",,,Gynecology
"O99213  Obesity complicating pregnancy, third trimester",,,Gynecology
"O99280  Endocrine, nutritional and metabolic diseases complicating pregnancy, unspecified trimester",,,Gynecology
"O99281  Endocrine, nutritional and metabolic diseases complicating pregnancy, first trimester",,,Gynecology
"O99282  Endocrine, nutritional and metabolic diseases complicating pregnancy, second trimester",,,Gynecology
"O99283  Endocrine, nutritional and metabolic diseases complicating pregnancy, third trimester",,,Gynecology
"O99310  Alcohol use complicating pregnancy, unspecified trimester",,,Gynecology
"O99311  Alcohol use complicating pregnancy, first trimester",,,Gynecology
"O99312  Alcohol use complicating pregnancy, second trimester",,,Gynecology
"O99313  Alcohol use complicating pregnancy, third trimester",,,Gynecology
"O99320  Drug use complicating pregnancy, unspecified trimester",,,Gynecology
"O99321  Drug use complicating pregnancy, first trimester",,,Gynecology
"O99322  Drug use complicating pregnancy, second trimester",,,Gynecology
"O99323  Drug use complicating pregnancy, third trimester",,,Gynecology
"O99330  Smoking (tobacco) complicating pregnancy, unspecified trimester",,,Gynecology
"O99331  Smoking (tobacco) complicating pregnancy, first trimester",,,Gynecology
"O99332  Smoking (tobacco) complicating pregnancy, second trimester",,,Gynecology
"O99333  Smoking (tobacco) complicating pregnancy, third trimester",,,Gynecology
"O99340  Other mental disorders complicating pregnancy, unspecified trimester",,,Gynecology
"O99341  Other mental disorders complicating pregnancy, first trimester",,,Gynecology
"O99342  Other mental disorders complicating pregnancy, second trimester",,,Gynecology
"O99343  Other mental disorders complicating pregnancy, third trimester",,,Gynecology
"O99350  Diseases of the nervous system complicating pregnancy, unspecified trimester",,,Gynecology
"O99351  Diseases of the nervous system complicating pregnancy, first trimester",,,Gynecology
"O99352  Diseases of the nervous system complicating pregnancy, second trimester",,,Gynecology
"O99353  Diseases of the nervous system complicating pregnancy, third trimester",,,Gynecology
"O99411  Diseases of the circulatory system complicating pregnancy, first trimester",,,Gynecology
"O99412  Diseases of the circulatory system complicating pregnancy, second trimester",,,Gynecology
"O99413  Diseases of the circulatory system complicating pregnancy, third trimester",,,Gynecology
"O99419  Diseases of the circulatory system complicating pregnancy, unspecified trimester",,,Gynecology
"O99511  Diseases of the respiratory system complicating pregnancy, first trimester",,,Gynecology
"O99512  Diseases of the respiratory system complicating pregnancy, second trimester",,,Gynecology
"O99513  Diseases of the respiratory system complicating pregnancy, third trimester",,,Gynecology
"O99519  Diseases of the respiratory system complicating pregnancy, unspecified trimester",,,Gynecology
"O99611  Diseases of the digestive system complicating pregnancy, first trimester",,,Gynecology
"O99612  Diseases of the digestive system complicating pregnancy, second trimester",,,Gynecology
"O99613  Diseases of the digestive system complicating pregnancy, third trimester",,,Gynecology
"O99619  Diseases of the digestive system complicating pregnancy, unspecified trimester",,,Gynecology
"O99711  Diseases of the skin and subcutaneous tissue complicating pregnancy, first trimester",,,Gynecology
"O99712  Diseases of the skin and subcutaneous tissue complicating pregnancy, second trimester",,,Gynecology
"O99713  Diseases of the skin and subcutaneous tissue complicating pregnancy, third trimester",,,Gynecology
"O99719  Diseases of the skin and subcutaneous tissue complicating pregnancy, unspecified trimester",,,Gynecology
O99810  Abnormal glucose complicating pregnancy,,,Gynecology
O99820  Streptococcus B carrier state complicating pregnancy,,,Gynecology
O99830  Other infection carrier state complicating pregnancy,,,Gynecology
"O99840  Bariatric surgery status complicating pregnancy, unspecified trimester",,,Gynecology
"O99841  Bariatric surgery status complicating pregnancy, first trimester",,,Gynecology
"O99842  Bariatric surgery status complicating pregnancy, second trimester",,,Gynecology
"O99843  Bariatric surgery status complicating pregnancy, third trimester",,,Gynecology
"O9989   Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium",,,Gynecology
"O9A111  Malignant neoplasm complicating pregnancy, first trimester",,,Gynecology
"O9A112  Malignant neoplasm complicating pregnancy, second trimester",,,Gynecology
"O9A113  Malignant neoplasm complicating pregnancy, third trimester",,,Gynecology
"O9A119  Malignant neoplasm complicating pregnancy, unspecified trimester",,,Gynecology
"O9A211  Injury, poisoning and certain other consequences of external causes complicating pregnancy,
first trimester",,,Gynecology
"O9A212  Injury, poisoning and certain other consequences of external causes complicating pregnancy,
second trimester",,,Gynecology
"O9A213  Injury, poisoning and certain other consequences of external causes complicating pregnancy,
third trimester",,,Gynecology
"O9A219  Injury, poisoning and certain other consequences of external causes complicating pregnancy,
unspecified trimester",,,Gynecology
"O9A311  Physical abuse complicating pregnancy, first trimester",,,Gynecology
"O9A312  Physical abuse complicating pregnancy, second trimester",,,Gynecology
"O9A313  Physical abuse complicating pregnancy, third trimester",,,Gynecology
"O9A319  Physical abuse complicating pregnancy, unspecified trimester",,,Gynecology
"O9A411  Sexual abuse complicating pregnancy, first trimester",,,Gynecology
"O9A412  Sexual abuse complicating pregnancy, second trimester",,,Gynecology
"O9A413  Sexual abuse complicating pregnancy, third trimester",,,Gynecology
"O9A419  Sexual abuse complicating pregnancy, unspecified trimester",,,Gynecology
"O9A511  Psychological abuse complicating pregnancy, first trimester",,,Gynecology
"O9A512  Psychological abuse complicating pregnancy, second trimester",,,Gynecology
"O9A513  Psychological abuse complicating pregnancy, third trimester",,,Gynecology
"O9A519  Psychological abuse complicating pregnancy, unspecified trimester",,,Gynecology
P010    Newborn affected by incompetent cervix,,,Gynecology
P014    Newborn affected by ectopic pregnancy,,,Gynecology
P015    Newborn affected by multiple pregnancy,,,Gynecology
P018    Newborn affected by other maternal complications of pregnancy,,,Gynecology
"P019    Newborn affected by maternal complication of pregnancy, unspecified",,,Gynecology
"P040    Newborn affected by maternal anesthesia and analgesia in pregnancy, labor and delivery",,,Gynecology
P593    Neonatal jaundice from breast milk inhibitor,,,Gynecology
P834    Breast engorgement of newborn,,,Gynecology
P925    Neonatal difficulty in feeding at breast,,,Gynecology
"Q5001   Congenital absence of ovary, unilateral",,,Gynecology
"Q5002   Congenital absence of ovary, bilateral",,,Gynecology
Q502    Congenital torsion of ovary,,,Gynecology
Q5031   Accessory ovary,,,Gynecology
Q5039   Other congenital malformation of ovary,,,Gynecology
Q510    Agenesis and aplasia of uterus,,,Gynecology
Q5110   Doubling of uterus with doubling of cervix and vagina without obstruction,,,Gynecology
Q5111   Doubling of uterus with doubling of cervix and vagina with obstruction,,,Gynecology
Q512    Other doubling of uterus,,,Gynecology
Q513    Bicornate uterus,,,Gynecology
Q514    Unicornate uterus,,,Gynecology
Q515    Agenesis and aplasia of cervix,,,Gynecology
Q516    Embryonic cyst of cervix,,,Gynecology
Q517    Congenital fistulae between uterus and digestive and urinary tracts,,,Gynecology
Q51810  Arcuate uterus,,,Gynecology
Q51811  Hypoplasia of uterus,,,Gynecology
Q51818  Other congenital malformations of uterus,,,Gynecology
Q51821  Hypoplasia of cervix,,,Gynecology
Q51828  Other congenital malformations of cervix,,,Gynecology
"Q519    Congenital malformation of uterus and cervix, unspecified",,,Gynecology
"Q742    Other congenital malformations of lower limb(s), including pelvic girdle",,,Gynecology
Q830    Congenital absence of breast with absent nipple,,,Gynecology
Q831    Accessory breast,,,Gynecology
Q838    Other congenital malformations of breast,,,Gynecology
"Q839    Congenital malformation of breast, unspecified",,,Gynecology
R102    Pelvic and perineal pain,,,Gynecology
"R1900   Intra-abdominal and pelvic swelling, mass and lump, unspecified site",,,Gynecology
"R1907   Generalized intra-abdominal and pelvic swelling, mass and lump",,,Gynecology
"R1909   Other intra-abdominal and pelvic swelling, mass and lump",,,Gynecology
R87610  Atypical squamous cells of undetermined significance on cytologic smear of cervix (ASC-US),,,Gynecology
"R87611  Atypical squamous cells cannot exclude high grade squamous intraepithelial lesion on cytologic
smear of cervix (ASC-H)",,,Gynecology
R87612  Low grade squamous intraepithelial lesion on cytologic smear of cervix (LGSIL),,,Gynecology
R87613  High grade squamous intraepithelial lesion on cytologic smear of cervix (HGSIL),,,Gynecology
R87614  Cytologic evidence of malignancy on smear of cervix,,,Gynecology
R87615  Unsatisfactory cytologic smear of cervix,,,Gynecology
R87618  Other abnormal cytological findings on specimens from cervix uteri,,,Gynecology
R87619  Unspecified abnormal cytological findings in specimens from cervix uteri,,,Gynecology
R920    Mammographic microcalcification found on diagnostic imaging of breast,,,Gynecology
R921    Mammographic calcification found on diagnostic imaging of breast,,,Gynecology
R928    Other abnormal and inconclusive findings on diagnostic imaging of breast,,,Gynecology
"S2000XA Contusion of breast, unspecified breast, initial encounter",,,Gynecology
"S2000XD Contusion of breast, unspecified breast, subsequent encounter",,,Gynecology
"S2000XS Contusion of breast, unspecified breast, sequela",,,Gynecology
"S2001XA Contusion of right breast, initial encounter",,,Gynecology
"S2001XD Contusion of right breast, subsequent encounter",,,Gynecology
"S2001XS Contusion of right breast, sequela",,,Gynecology
"S2002XA Contusion of left breast, initial encounter",,,Gynecology
"S2002XD Contusion of left breast, subsequent encounter",,,Gynecology
"S2002XS Contusion of left breast, sequela",,,Gynecology
"S20101A Unspecified superficial injuries of breast, right breast, initial encounter",,,Gynecology
"S20101D Unspecified superficial injuries of breast, right breast, subsequent encounter",,,Gynecology
"S20101S Unspecified superficial injuries of breast, right breast, sequela",,,Gynecology
"S20102A Unspecified superficial injuries of breast, left breast, initial encounter",,,Gynecology
"S20102D Unspecified superficial injuries of breast, left breast, subsequent encounter",,,Gynecology
"S20102S Unspecified superficial injuries of breast, left breast, sequela",,,Gynecology
"S20109A Unspecified superficial injuries of breast, unspecified breast, initial encounter",,,Gynecology
"S20109D Unspecified superficial injuries of breast, unspecified breast, subsequent encounter",,,Gynecology
"S20109S Unspecified superficial injuries of breast, unspecified breast, sequela",,,Gynecology
"S20111A Abrasion of breast, right breast, initial encounter",,,Gynecology
"S20111D Abrasion of breast, right breast, subsequent encounter",,,Gynecology
"S20111S Abrasion of breast, right breast, sequela",,,Gynecology
"S20112A Abrasion of breast, left breast, initial encounter",,,Gynecology
"S20112D Abrasion of breast, left breast, subsequent encounter",,,Gynecology
"S20112S Abrasion of breast, left breast, sequela",,,Gynecology
"S20119A Abrasion of breast, unspecified breast, initial encounter",,,Gynecology
"S20119D Abrasion of breast, unspecified breast, subsequent encounter",,,Gynecology
"S20119S Abrasion of breast, unspecified breast, sequela",,,Gynecology
"S20121A Blister (nonthermal) of breast, right breast, initial encounter",,,Gynecology
"S20121D Blister (nonthermal) of breast, right breast, subsequent encounter",,,Gynecology
"S20121S Blister (nonthermal) of breast, right breast, sequela",,,Gynecology
"S20122A Blister (nonthermal) of breast, left breast, initial encounter",,,Gynecology
"S20122D Blister (nonthermal) of breast, left breast, subsequent encounter",,,Gynecology
"S20122S Blister (nonthermal) of breast, left breast, sequela",,,Gynecology
"S20129A Blister (nonthermal) of breast, unspecified breast, initial encounter",,,Gynecology
"S20129D Blister (nonthermal) of breast, unspecified breast, subsequent encounter",,,Gynecology
"S20129S Blister (nonthermal) of breast, unspecified breast, sequela",,,Gynecology
"S20141A External constriction of part of breast, right breast, initial encounter",,,Gynecology
"S20141D External constriction of part of breast, right breast, subsequent encounter",,,Gynecology
"S20141S External constriction of part of breast, right breast, sequela",,,Gynecology
"S20142A External constriction of part of breast, left breast, initial encounter",,,Gynecology
"S20142D External constriction of part of breast, left breast, subsequent encounter",,,Gynecology
"S20142S External constriction of part of breast, left breast, sequela",,,Gynecology
"S20149A External constriction of part of breast, unspecified breast, initial encounter",,,Gynecology
"S20149D External constriction of part of breast, unspecified breast, subsequent encounter",,,Gynecology
"S20149S External constriction of part of breast, unspecified breast, sequela",,,Gynecology
"S20151A Superficial foreign body of breast, right breast, initial encounter",,,Gynecology
"S20151D Superficial foreign body of breast, right breast, subsequent encounter",,,Gynecology
"S20151S Superficial foreign body of breast, right breast, sequela",,,Gynecology
"S20152A Superficial foreign body of breast, left breast, initial encounter",,,Gynecology
"S20152D Superficial foreign body of breast, left breast, subsequent encounter",,,Gynecology
"S20152S Superficial foreign body of breast, left breast, sequela",,,Gynecology
"S20159A Superficial foreign body of breast, unspecified breast, initial encounter",,,Gynecology
"S20159D Superficial foreign body of breast, unspecified breast, subsequent encounter",,,Gynecology
"S20159S Superficial foreign body of breast, unspecified breast, sequela",,,Gynecology
"S20161A Insect bite (nonvenomous) of breast, right breast, initial encounter",,,Gynecology
"S20161D Insect bite (nonvenomous) of breast, right breast, subsequent encounter",,,Gynecology
"S20161S Insect bite (nonvenomous) of breast, right breast, sequela",,,Gynecology
"S20162A Insect bite (nonvenomous) of breast, left breast, initial encounter",,,Gynecology
"S20162D Insect bite (nonvenomous) of breast, left breast, subsequent encounter",,,Gynecology
"S20162S Insect bite (nonvenomous) of breast, left breast, sequela",,,Gynecology
"S20169A Insect bite (nonvenomous) of breast, unspecified breast, initial encounter",,,Gynecology
"S20169D Insect bite (nonvenomous) of breast, unspecified breast, subsequent encounter",,,Gynecology
"S20169S Insect bite (nonvenomous) of breast, unspecified breast, sequela",,,Gynecology
"S20171A Other superficial bite of breast, right breast, initial encounter",,,Gynecology
"S20171D Other superficial bite of breast, right breast, subsequent encounter",,,Gynecology
"S20171S Other superficial bite of breast, right breast, sequela",,,Gynecology
"S20172A Other superficial bite of breast, left breast, initial encounter",,,Gynecology
"S20172D Other superficial bite of breast, left breast, subsequent encounter",,,Gynecology
"S20172S Other superficial bite of breast, left breast, sequela",,,Gynecology
"S20179A Other superficial bite of breast, unspecified breast, initial encounter",,,Gynecology
"S20179D Other superficial bite of breast, unspecified breast, subsequent encounter",,,Gynecology
"S20179S Other superficial bite of breast, unspecified breast, sequela",,,Gynecology
"S21001A Unspecified open wound of right breast, initial encounter",,,Gynecology
"S21001D Unspecified open wound of right breast, subsequent encounter",,,Gynecology
"S21001S Unspecified open wound of right breast, sequela",,,Gynecology
"S21002A Unspecified open wound of left breast, initial encounter",,,Gynecology
"S21002D Unspecified open wound of left breast, subsequent encounter",,,Gynecology
"S21002S Unspecified open wound of left breast, sequela",,,Gynecology
"S21009A Unspecified open wound of unspecified breast, initial encounter",,,Gynecology
"S21009D Unspecified open wound of unspecified breast, subsequent encounter",,,Gynecology
"S21009S Unspecified open wound of unspecified breast, sequela",,,Gynecology
"S21011A Laceration without foreign body of right breast, initial encounter",,,Gynecology
"S21011D Laceration without foreign body of right breast, subsequent encounter",,,Gynecology
"S21011S Laceration without foreign body of right breast, sequela",,,Gynecology
"S21012A Laceration without foreign body of left breast, initial encounter",,,Gynecology
"S21012D Laceration without foreign body of left breast, subsequent encounter",,,Gynecology
"S21012S Laceration without foreign body of left breast, sequela",,,Gynecology
"S21019A Laceration without foreign body of unspecified breast, initial encounter",,,Gynecology
"S21019D Laceration without foreign body of unspecified breast, subsequent encounter",,,Gynecology
"S21019S Laceration without foreign body of unspecified breast, sequela",,,Gynecology
"S21021A Laceration with foreign body of right breast, initial encounter",,,Gynecology
"S21021D Laceration with foreign body of right breast, subsequent encounter",,,Gynecology
"S21021S Laceration with foreign body of right breast, sequela",,,Gynecology
"S21022A Laceration with foreign body of left breast, initial encounter",,,Gynecology
"S21022D Laceration with foreign body of left breast, subsequent encounter",,,Gynecology
"S21022S Laceration with foreign body of left breast, sequela",,,Gynecology
"S21029A Laceration with foreign body of unspecified breast, initial encounter",,,Gynecology
"S21029D Laceration with foreign body of unspecified breast, subsequent encounter",,,Gynecology
"S21029S Laceration with foreign body of unspecified breast, sequela",,,Gynecology
"S21031A Puncture wound without foreign body of right breast, initial encounter",,,Gynecology
"S21031D Puncture wound without foreign body of right breast, subsequent encounter",,,Gynecology
"S21031S Puncture wound without foreign body of right breast, sequela",,,Gynecology
"S21032A Puncture wound without foreign body of left breast, initial encounter",,,Gynecology
"S21032D Puncture wound without foreign body of left breast, subsequent encounter",,,Gynecology
"S21032S Puncture wound without foreign body of left breast, sequela",,,Gynecology
