Diagnosis,Symptoms,MEDICATION,Specialty
"S7492XS Injury of unspecified nerve at hip and thigh level, left leg, sequela",,,Neurology
"S8400XA Injury of tibial nerve at lower leg level, unspecified leg, initial encounter",,,Neurology
"S8400XD Injury of tibial nerve at lower leg level, unspecified leg, subsequent encounter",,,Neurology
"S8400XS Injury of tibial nerve at lower leg level, unspecified leg, sequela",,,Neurology
"S8401XA Injury of tibial nerve at lower leg level, right leg, initial encounter",,,Neurology
"S8401XD Injury of tibial nerve at lower leg level, right leg, subsequent encounter",,,Neurology
"S8401XS Injury of tibial nerve at lower leg level, right leg, sequela",,,Neurology
"S8402XA Injury of tibial nerve at lower leg level, left leg, initial encounter",,,Neurology
"S8402XD Injury of tibial nerve at lower leg level, left leg, subsequent encounter",,,Neurology
"S8402XS Injury of tibial nerve at lower leg level, left leg, sequela",,,Neurology
"S8410XA Injury of peroneal nerve at lower leg level, unspecified leg, initial encounter",,,Neurology
"S8410XD Injury of peroneal nerve at lower leg level, unspecified leg, subsequent encounter",,,Neurology
"S8410XS Injury of peroneal nerve at lower leg level, unspecified leg, sequela",,,Neurology
"S8411XA Injury of peroneal nerve at lower leg level, right leg, initial encounter",,,Neurology
"S8411XD Injury of peroneal nerve at lower leg level, right leg, subsequent encounter",,,Neurology
"S8411XS Injury of peroneal nerve at lower leg level, right leg, sequela",,,Neurology
"S8412XA Injury of peroneal nerve at lower leg level, left leg, initial encounter",,,Neurology
"S8412XD Injury of peroneal nerve at lower leg level, left leg, subsequent encounter",,,Neurology
"S8412XS Injury of peroneal nerve at lower leg level, left leg, sequela",,,Neurology
"S8420XA Injury of cutaneous sensory nerve at lower leg level, unspecified leg, initial encounter",,,Neurology
"S8420XD Injury of cutaneous sensory nerve at lower leg level, unspecified leg, subsequent encounter",,,Neurology
"S8420XS Injury of cutaneous sensory nerve at lower leg level, unspecified leg, sequela",,,Neurology
"S8421XA Injury of cutaneous sensory nerve at lower leg level, right leg, initial encounter",,,Neurology
"S8421XD Injury of cutaneous sensory nerve at lower leg level, right leg, subsequent encounter",,,Neurology
"S8421XS Injury of cutaneous sensory nerve at lower leg level, right leg, sequela",,,Neurology
"S8422XA Injury of cutaneous sensory nerve at lower leg level, left leg, initial encounter",,,Neurology
"S8422XD Injury of cutaneous sensory nerve at lower leg level, left leg, subsequent encounter",,,Neurology
"S8422XS Injury of cutaneous sensory nerve at lower leg level, left leg, sequela",,,Neurology
"S8490XA Injury of unspecified nerve at lower leg level, unspecified leg, initial encounter",,,Neurology
"S8490XD Injury of unspecified nerve at lower leg level, unspecified leg, subsequent encounter",,,Neurology
"S8490XS Injury of unspecified nerve at lower leg level, unspecified leg, sequela",,,Neurology
"S8491XA Injury of unspecified nerve at lower leg level, right leg, initial encounter",,,Neurology
"S8491XD Injury of unspecified nerve at lower leg level, right leg, subsequent encounter",,,Neurology
"S8491XS Injury of unspecified nerve at lower leg level, right leg, sequela",,,Neurology
"S8492XA Injury of unspecified nerve at lower leg level, left leg, initial encounter",,,Neurology
"S8492XD Injury of unspecified nerve at lower leg level, left leg, subsequent encounter",,,Neurology
"S8492XS Injury of unspecified nerve at lower leg level, left leg, sequela",,,Neurology
"S9400XA Injury of lateral plantar nerve, unspecified leg, initial encounter",,,Neurology
"S9400XD Injury of lateral plantar nerve, unspecified leg, subsequent encounter",,,Neurology
"S9400XS Injury of lateral plantar nerve, unspecified leg, sequela",,,Neurology
"S9401XA Injury of lateral plantar nerve, right leg, initial encounter",,,Neurology
"S9401XD Injury of lateral plantar nerve, right leg, subsequent encounter",,,Neurology
"S9401XS Injury of lateral plantar nerve, right leg, sequela",,,Neurology
"S9402XA Injury of lateral plantar nerve, left leg, initial encounter",,,Neurology
"S9402XD Injury of lateral plantar nerve, left leg, subsequent encounter",,,Neurology
"S9402XS Injury of lateral plantar nerve, left leg, sequela",,,Neurology
"S9410XA Injury of medial plantar nerve, unspecified leg, initial encounter",,,Neurology
"S9410XD Injury of medial plantar nerve, unspecified leg, subsequent encounter",,,Neurology
"S9410XS Injury of medial plantar nerve, unspecified leg, sequela",,,Neurology
"S9411XA Injury of medial plantar nerve, right leg, initial encounter",,,Neurology
"S9411XD Injury of medial plantar nerve, right leg, subsequent encounter",,,Neurology
"S9411XS Injury of medial plantar nerve, right leg, sequela",,,Neurology
"S9412XA Injury of medial plantar nerve, left leg, initial encounter",,,Neurology
"S9412XD Injury of medial plantar nerve, left leg, subsequent encounter",,,Neurology
"S9412XS Injury of medial plantar nerve, left leg, sequela",,,Neurology
"S9420XA Injury of deep peroneal nerve at ankle and foot level, unspecified leg, initial encounter",,,Neurology
"S9420XD Injury of deep peroneal nerve at ankle and foot level, unspecified leg, subsequent encounter",,,Neurology
"S9420XS Injury of deep peroneal nerve at ankle and foot level, unspecified leg, sequela",,,Neurology
"S9421XA Injury of deep peroneal nerve at ankle and foot level, right leg, initial encounter",,,Neurology
"S9421XD Injury of deep peroneal nerve at ankle and foot level, right leg, subsequent encounter",,,Neurology
"S9421XS Injury of deep peroneal nerve at ankle and foot level, right leg, sequela",,,Neurology
"S9422XA Injury of deep peroneal nerve at ankle and foot level, left leg, initial encounter",,,Neurology
"S9422XD Injury of deep peroneal nerve at ankle and foot level, left leg, subsequent encounter",,,Neurology
"S9422XS Injury of deep peroneal nerve at ankle and foot level, left leg, sequela",,,Neurology
"S9430XA Injury of cutaneous sensory nerve at ankle and foot level, unspecified leg, initial encounter",,,Neurology
"S9430XD Injury of cutaneous sensory nerve at ankle and foot level, unspecified leg, subsequent
encounter",,,Neurology
"S9430XS Injury of cutaneous sensory nerve at ankle and foot level, unspecified leg, sequela",,,Neurology
"S9431XA Injury of cutaneous sensory nerve at ankle and foot level, right leg, initial encounter",,,Neurology
"S9431XD Injury of cutaneous sensory nerve at ankle and foot level, right leg, subsequent encounter",,,Neurology
"S9431XS Injury of cutaneous sensory nerve at ankle and foot level, right leg, sequela",,,Neurology
"S9432XA Injury of cutaneous sensory nerve at ankle and foot level, left leg, initial encounter",,,Neurology
"S9432XD Injury of cutaneous sensory nerve at ankle and foot level, left leg, subsequent encounter",,,Neurology
"S9432XS Injury of cutaneous sensory nerve at ankle and foot level, left leg, sequela",,,Neurology
"S9490XA Injury of unspecified nerve at ankle and foot level, unspecified leg, initial encounter",,,Neurology
"S9490XD Injury of unspecified nerve at ankle and foot level, unspecified leg, subsequent encounter",,,Neurology
"S9490XS Injury of unspecified nerve at ankle and foot level, unspecified leg, sequela",,,Neurology
"S9491XA Injury of unspecified nerve at ankle and foot level, right leg, initial encounter",,,Neurology
"S9491XD Injury of unspecified nerve at ankle and foot level, right leg, subsequent encounter",,,Neurology
"S9491XS Injury of unspecified nerve at ankle and foot level, right leg, sequela",,,Neurology
"S9492XA Injury of unspecified nerve at ankle and foot level, left leg, initial encounter",,,Neurology
"S9492XD Injury of unspecified nerve at ankle and foot level, left leg, subsequent encounter",,,Neurology
"S9492XS Injury of unspecified nerve at ankle and foot level, left leg, sequela",,,Neurology
"T85110A Breakdown (mechanical) of implanted electronic neurostimulator of brain electrode (lead),
initial encounter",,,Neurology
"T85110D Breakdown (mechanical) of implanted electronic neurostimulator of brain electrode (lead),
subsequent encounter",,,Neurology
"T85110S Breakdown (mechanical) of implanted electronic neurostimulator of brain electrode (lead),
sequela",,,Neurology
"T85111A Breakdown (mechanical) of implanted electronic neurostimulator of peripheral nerve
electrode (lead), initial encounter",,,Neurology
"T85111D Breakdown (mechanical) of implanted electronic neurostimulator of peripheral nerve
electrode (lead), subsequent encounter",,,Neurology
"T85111S Breakdown (mechanical) of implanted electronic neurostimulator of peripheral nerve electrode
(lead), sequela",,,Neurology
"T85120A Displacement of implanted electronic neurostimulator of brain electrode (lead), initial
encounter",,,Neurology
"T85120D Displacement of implanted electronic neurostimulator of brain electrode (lead), subsequent
encounter",,,Neurology
"T85120S Displacement of implanted electronic neurostimulator of brain electrode (lead), sequela",,,Neurology
"T85121A Displacement of implanted electronic neurostimulator of peripheral nerve electrode (lead),
initial encounter",,,Neurology
"T85121D Displacement of implanted electronic neurostimulator of peripheral nerve electrode (lead),
subsequent encounter",,,Neurology
"T85121S Displacement of implanted electronic neurostimulator of peripheral nerve electrode (lead),
sequela",,,Neurology
"T85190A Other mechanical complication of implanted electronic neurostimulator of brain electrode
(lead), initial encounter",,,Neurology
"T85190D Other mechanical complication of implanted electronic neurostimulator of brain electrode
(lead), subsequent encounter",,,Neurology
"T85190S Other mechanical complication of implanted electronic neurostimulator of brain electrode
(lead), sequela",,,Neurology
"T85191A Other mechanical complication of implanted electronic neurostimulator of peripheral nerve
electrode (lead), initial encounter",,,Neurology
"T85191D Other mechanical complication of implanted electronic neurostimulator of peripheral nerve
electrode (lead), subsequent encounter",,,Neurology
"T85191S Other mechanical complication of implanted electronic neurostimulator of peripheral nerve
electrode (lead), sequela",,,Neurology
"T85731A Infection and inflammatory reaction due to implanted electronic neurostimulator of brain,
electrode (lead), initial encounter",,,Neurology
"T85731D Infection and inflammatory reaction due to implanted electronic neurostimulator of brain,
electrode (lead), subsequent encounter",,,Neurology
"T85731S Infection and inflammatory reaction due to implanted electronic neurostimulator of brain,
electrode (lead), sequela",,,Neurology
"T85732A Infection and inflammatory reaction due to implanted electronic neurostimulator of peripheral
nerve, electrode (lead), initial encounter",,,Neurology
"T85732D Infection and inflammatory reaction due to implanted electronic neurostimulator of peripheral
nerve, electrode (lead), subsequent encounter",,,Neurology
"T85732S Infection and inflammatory reaction due to implanted electronic neurostimulator of peripheral
nerve, electrode (lead), sequela",,,Neurology
Z13850  Encounter for screening for traumatic brain injury,,,Neurology
"Z4542   Encounter for adjustment and management of neuropacemaker (brain) (peripheral nerve)
(spinal cord)",,,Neurology
Z820    Family history of epilepsy and other diseases of the nervous system,,,Neurology
Z823    Family history of stroke,,,Neurology
Z85841  Personal history of malignant neoplasm of brain,,,Neurology
Z86011  Personal history of benign neoplasm of the brain,,,Neurology
Z87820  Personal history of traumatic brain injury,,,Neurology
